Product_ID,failure_risk,scheduled_at,recommendation
51758,0.9687724334147058,2025-09-08 13:13:07.495398,Inspect within 7 days
47584,0.6863152249806058,2025-09-08 13:13:07.495398,Inspect within 7 days
52558,0.785399561821484,2025-09-08 13:13:07.495398,Inspect within 7 days
49054,0.8282794496238534,2025-09-08 13:13:07.495398,Inspect within 7 days
48182,0.9130511170732367,2025-09-08 13:13:07.495398,Inspect within 7 days
50708,0.7026740894211889,2025-09-08 13:13:07.495398,Inspect within 7 days
48588,0.7929702102297368,2025-09-08 13:13:07.495398,Inspect within 7 days
33908,0.9730912683376709,2025-09-08 13:13:07.495398,Inspect within 7 days
47380,0.9770653009837991,2025-09-08 13:13:07.495398,Inspect within 7 days
48345,0.7299961299041944,2025-09-08 13:13:07.495398,Inspect within 7 days
21431,0.834193554361657,2025-09-08 13:13:07.495398,Inspect within 7 days
52914,0.9472083563647089,2025-09-08 13:13:07.495398,Inspect within 7 days
48027,0.7367136896870652,2025-09-08 13:13:07.495398,Inspect within 7 days
52786,0.810441600050267,2025-09-08 13:13:07.495398,Inspect within 7 days
55870,0.66023253751545,2025-09-08 13:13:07.495398,Inspect within 7 days
17886,0.6359664478918962,2025-09-08 13:13:07.495398,Inspect within 7 days
50647,0.8966532198613748,2025-09-08 13:13:07.495398,Inspect within 7 days
19299,0.7392677346001602,2025-09-08 13:13:07.495398,Inspect within 7 days
51904,0.9762223944969555,2025-09-08 13:13:07.495398,Inspect within 7 days
52922,0.7972245577147592,2025-09-08 13:13:07.495398,Inspect within 7 days
51648,0.7126921663608047,2025-09-08 13:13:07.495398,Inspect within 7 days
49792,0.8973881145812499,2025-09-08 13:13:07.495398,Inspect within 7 days
52746,0.6318910912469656,2025-09-08 13:13:07.495398,Inspect within 7 days
52430,0.7817702812818473,2025-09-08 13:13:07.495398,Inspect within 7 days
51517,0.9070999561408519,2025-09-08 13:13:07.495398,Inspect within 7 days
56355,0.930642848503267,2025-09-08 13:13:07.495398,Inspect within 7 days
33529,0.9502819343079518,2025-09-08 13:13:07.495398,Inspect within 7 days
53852,0.9460979261216557,2025-09-08 13:13:07.495398,Inspect within 7 days
19011,0.6428121072290617,2025-09-08 13:13:07.495398,Inspect within 7 days
18269,0.6760698187846907,2025-09-08 13:13:07.495398,Inspect within 7 days
51562,0.7583666572842234,2025-09-08 13:13:07.495398,Inspect within 7 days
55706,0.7325532454269253,2025-09-08 13:13:07.495398,Inspect within 7 days
51935,0.9633284230056712,2025-09-08 13:13:07.495398,Inspect within 7 days
50071,0.6178118207476798,2025-09-08 13:13:07.495398,Inspect within 7 days
57010,0.6519776785723058,2025-09-08 13:13:07.495398,Inspect within 7 days
51211,0.727902553926813,2025-09-08 13:13:07.495398,Inspect within 7 days
57099,0.7492751177497526,2025-09-08 13:13:07.495398,Inspect within 7 days
52990,0.8933136508125084,2025-09-08 13:13:07.495398,Inspect within 7 days
57052,0.8868007018961729,2025-09-08 13:13:07.495398,Inspect within 7 days
52042,0.7458804046295511,2025-09-08 13:13:07.495398,Inspect within 7 days
33845,0.6469063864783672,2025-09-08 13:13:07.495398,Inspect within 7 days
50630,0.6329141691224657,2025-09-08 13:13:07.495398,Inspect within 7 days
55784,0.9109982967253424,2025-09-08 13:13:07.495398,Inspect within 7 days
47765,0.8726602957321404,2025-09-08 13:13:07.495398,Inspect within 7 days
20421,0.6657125537253731,2025-09-08 13:13:07.495398,Inspect within 7 days
53174,0.7195399522868262,2025-09-08 13:13:07.495398,Inspect within 7 days
24803,0.8976719790307743,2025-09-08 13:13:07.495398,Inspect within 7 days
50948,0.8161010253734643,2025-09-08 13:13:07.495398,Inspect within 7 days
54167,0.9153486189837426,2025-09-08 13:13:07.495398,Inspect within 7 days
52368,0.7223235081786233,2025-09-08 13:13:07.495398,Inspect within 7 days
16145,0.6845550657616465,2025-09-08 13:13:07.495398,Inspect within 7 days
55093,0.6989598607625711,2025-09-08 13:13:07.495398,Inspect within 7 days
56253,0.6124767447185803,2025-09-08 13:13:07.495398,Inspect within 7 days
52569,0.9308855280932518,2025-09-08 13:13:07.495398,Inspect within 7 days
18406,0.6397805647247456,2025-09-08 13:13:07.495398,Inspect within 7 days
54261,0.9021255836519465,2025-09-08 13:13:07.495398,Inspect within 7 days
53558,0.82634515726586,2025-09-08 13:13:07.495398,Inspect within 7 days
54272,0.6275912172670135,2025-09-08 13:13:07.495398,Inspect within 7 days
56602,0.7129466534388619,2025-09-08 13:13:07.495398,Inspect within 7 days
54265,0.7596439825231981,2025-09-08 13:13:07.495398,Inspect within 7 days
48854,0.8962970116903127,2025-09-08 13:13:07.495398,Inspect within 7 days
55116,0.683762572629274,2025-09-08 13:13:07.495398,Inspect within 7 days
56142,0.7958480552709821,2025-09-08 13:13:07.495398,Inspect within 7 days
55190,0.9122714352577425,2025-09-08 13:13:07.495398,Inspect within 7 days
48083,0.8812026556106795,2025-09-08 13:13:07.495398,Inspect within 7 days
50691,0.6153456753144206,2025-09-08 13:13:07.495398,Inspect within 7 days
56364,0.7428828228843618,2025-09-08 13:13:07.495398,Inspect within 7 days
19136,0.9548346544597379,2025-09-08 13:13:07.495398,Inspect within 7 days
53456,0.8717218132282848,2025-09-08 13:13:07.495398,Inspect within 7 days
49850,0.893537854688436,2025-09-08 13:13:07.495398,Inspect within 7 days
50708,0.6916163298491129,2025-09-08 13:13:07.495398,Inspect within 7 days
56276,0.6130195973901619,2025-09-08 13:13:07.495398,Inspect within 7 days
19287,0.9606643704305097,2025-09-08 13:13:07.495398,Inspect within 7 days
53172,0.7111570818254661,2025-09-08 13:13:07.495398,Inspect within 7 days
22587,0.7610584070069832,2025-09-08 13:13:07.495398,Inspect within 7 days
57084,0.9034697270793504,2025-09-08 13:13:07.495398,Inspect within 7 days
54341,0.7165821006921566,2025-09-08 13:13:07.495398,Inspect within 7 days
55870,0.739621157204663,2025-09-08 13:13:07.495398,Inspect within 7 days
54256,0.6971846249405551,2025-09-08 13:13:07.495398,Inspect within 7 days
54261,0.6650585202714177,2025-09-08 13:13:07.495398,Inspect within 7 days
24520,0.6864875892106421,2025-09-08 13:13:07.495398,Inspect within 7 days
56464,0.6117937665076544,2025-09-08 13:13:07.495398,Inspect within 7 days
51459,0.952603785269649,2025-09-08 13:13:07.495398,Inspect within 7 days
56374,0.852632496045181,2025-09-08 13:13:07.495398,Inspect within 7 days
52487,0.647771199020425,2025-09-08 13:13:07.495398,Inspect within 7 days
48349,0.9179974990964085,2025-09-08 13:13:07.495398,Inspect within 7 days
57036,0.6538408912319634,2025-09-08 13:13:07.495398,Inspect within 7 days
17828,0.6001662125619768,2025-09-08 13:13:07.495398,Inspect within 7 days
19363,0.7654787801169629,2025-09-08 13:13:07.495398,Inspect within 7 days
53258,0.8654214492312648,2025-09-08 13:13:07.495398,Inspect within 7 days
51621,0.9474197663706805,2025-09-08 13:13:07.495398,Inspect within 7 days
50252,0.8286085170836719,2025-09-08 13:13:07.495398,Inspect within 7 days
53941,0.7696182563709419,2025-09-08 13:13:07.495398,Inspect within 7 days
51574,0.6048857324320168,2025-09-08 13:13:07.495398,Inspect within 7 days
24486,0.6985170840249137,2025-09-08 13:13:07.495398,Inspect within 7 days
16233,0.6884939496339443,2025-09-08 13:13:07.495398,Inspect within 7 days
55414,0.8121657589596187,2025-09-08 13:13:07.495398,Inspect within 7 days
57010,0.6253919427855668,2025-09-08 13:13:07.495398,Inspect within 7 days
50043,0.7750039189388277,2025-09-08 13:13:07.495398,Inspect within 7 days
19148,0.6353910548169422,2025-09-08 13:13:07.495398,Inspect within 7 days
21503,0.795040329995772,2025-09-08 13:13:07.495398,Inspect within 7 days
53005,0.6531942512864125,2025-09-08 13:13:07.495398,Inspect within 7 days
51893,0.8645198178376926,2025-09-08 13:13:07.495398,Inspect within 7 days
50852,0.7847835189843613,2025-09-08 13:13:07.495398,Inspect within 7 days
53169,0.6250343860850899,2025-09-08 13:13:07.495398,Inspect within 7 days
51654,0.8644302260229308,2025-09-08 13:13:07.495398,Inspect within 7 days
19751,0.7422828409495726,2025-09-08 13:13:07.495398,Inspect within 7 days
52575,0.7043169586815122,2025-09-08 13:13:07.495398,Inspect within 7 days
55089,0.6795301180872667,2025-09-08 13:13:07.495398,Inspect within 7 days
50574,0.9092408290173816,2025-09-08 13:13:07.495398,Inspect within 7 days
19406,0.9944752772057546,2025-09-08 13:13:07.495398,Inspect within 7 days
52652,0.7822423446152371,2025-09-08 13:13:07.495398,Inspect within 7 days
51086,0.7731997627399565,2025-09-08 13:13:07.495398,Inspect within 7 days
51649,0.7333727753977478,2025-09-08 13:13:07.495398,Inspect within 7 days
52563,0.8014252039789613,2025-09-08 13:13:07.495398,Inspect within 7 days
53919,0.6478197871070976,2025-09-08 13:13:07.495398,Inspect within 7 days
19484,0.6187173505940001,2025-09-08 13:13:07.495398,Inspect within 7 days
52042,0.7696831101325072,2025-09-08 13:13:07.495398,Inspect within 7 days
50336,0.651745277335928,2025-09-08 13:13:07.495398,Inspect within 7 days
51270,0.8774083769997452,2025-09-08 13:13:07.495398,Inspect within 7 days
53258,0.8185647092139352,2025-09-08 13:13:07.495398,Inspect within 7 days
18667,0.895198076296357,2025-09-08 13:13:07.495398,Inspect within 7 days
47784,0.7025236701686982,2025-09-08 13:13:07.495398,Inspect within 7 days
51504,0.8840663124112261,2025-09-08 13:13:07.495398,Inspect within 7 days
52894,0.8496417491736737,2025-09-08 13:13:07.495398,Inspect within 7 days
34183,0.9612865911679039,2025-09-08 13:13:07.495398,Inspect within 7 days
47340,0.720228739390131,2025-09-08 13:13:07.495398,Inspect within 7 days
54536,0.6173085380742891,2025-09-08 13:13:07.495398,Inspect within 7 days
50627,0.9781234261917584,2025-09-08 13:13:07.495398,Inspect within 7 days
51955,0.6594185639191606,2025-09-08 13:13:07.495398,Inspect within 7 days
37508,0.6395725261937323,2025-09-08 13:13:07.495398,Inspect within 7 days
49513,0.6984358656501901,2025-09-08 13:13:07.495398,Inspect within 7 days
55609,0.9914821890957021,2025-09-08 13:13:07.495398,Inspect within 7 days
50241,0.8304095126231501,2025-09-08 13:13:07.495398,Inspect within 7 days
50043,0.7037739505033238,2025-09-08 13:13:07.495398,Inspect within 7 days
48605,0.6025127282141602,2025-09-08 13:13:07.495398,Inspect within 7 days
50627,0.7043158609948071,2025-09-08 13:13:07.495398,Inspect within 7 days
23051,0.8519988984027295,2025-09-08 13:13:07.495398,Inspect within 7 days
50996,0.8849137778344864,2025-09-08 13:13:07.495398,Inspect within 7 days
55374,0.6823748881299859,2025-09-08 13:13:07.495398,Inspect within 7 days
18325,0.6907893732149569,2025-09-08 13:13:07.495398,Inspect within 7 days
56196,0.7369589360429288,2025-09-08 13:13:07.495398,Inspect within 7 days
19454,0.7706089866966672,2025-09-08 13:13:07.495398,Inspect within 7 days
55476,0.6521529661692055,2025-09-08 13:13:07.495398,Inspect within 7 days
51658,0.6635723676553582,2025-09-08 13:13:07.495398,Inspect within 7 days
24081,0.6659940236108953,2025-09-08 13:13:07.495398,Inspect within 7 days
54271,0.6830517488015687,2025-09-08 13:13:07.495398,Inspect within 7 days
56124,0.792806403801474,2025-09-08 13:13:07.495398,Inspect within 7 days
52080,0.7270617201871432,2025-09-08 13:13:07.495398,Inspect within 7 days
51940,0.6390004018413632,2025-09-08 13:13:07.495398,Inspect within 7 days
50992,0.65786276383537,2025-09-08 13:13:07.495398,Inspect within 7 days
54865,0.753579465521582,2025-09-08 13:13:07.495398,Inspect within 7 days
24520,0.7255876925162931,2025-09-08 13:13:07.495398,Inspect within 7 days
56844,0.7877459027519395,2025-09-08 13:13:07.495398,Inspect within 7 days
55458,0.6309513895714965,2025-09-08 13:13:07.495398,Inspect within 7 days
51878,0.9695240882884394,2025-09-08 13:13:07.495398,Inspect within 7 days
55118,0.6728428785297278,2025-09-08 13:13:07.495398,Inspect within 7 days
53076,0.7815367939872596,2025-09-08 13:13:07.495398,Inspect within 7 days
34965,0.600179286310465,2025-09-08 13:13:07.495398,Inspect within 7 days
38694,0.7825282073281544,2025-09-08 13:13:07.495398,Inspect within 7 days
39180,0.6685289798498537,2025-09-08 13:13:07.495398,Inspect within 7 days
24596,0.6737086693970642,2025-09-08 13:13:07.495398,Inspect within 7 days
50435,0.9779722922941861,2025-09-08 13:13:07.495398,Inspect within 7 days
55117,0.6802074994653182,2025-09-08 13:13:07.495398,Inspect within 7 days
53330,0.8312119193005849,2025-09-08 13:13:07.495398,Inspect within 7 days
51813,0.992493390643246,2025-09-08 13:13:07.495398,Inspect within 7 days
51791,0.9828201331317237,2025-09-08 13:13:07.495398,Inspect within 7 days
56400,0.6394748377612983,2025-09-08 13:13:07.495398,Inspect within 7 days
18989,0.6446169569412227,2025-09-08 13:13:07.495398,Inspect within 7 days
54860,0.7417949712601416,2025-09-08 13:13:07.495398,Inspect within 7 days
34770,0.7967934393513278,2025-09-08 13:13:07.495398,Inspect within 7 days
18107,0.8388305255666878,2025-09-08 13:13:07.495398,Inspect within 7 days
53856,0.6502727135514603,2025-09-08 13:13:07.495398,Inspect within 7 days
50365,0.694928017800703,2025-09-08 13:13:07.495398,Inspect within 7 days
19093,0.9761517128514247,2025-09-08 13:13:07.495398,Inspect within 7 days
50043,0.9253594781528679,2025-09-08 13:13:07.495398,Inspect within 7 days
55770,0.7476823060367572,2025-09-08 13:13:07.495398,Inspect within 7 days
50621,0.8498191015481209,2025-09-08 13:13:07.495398,Inspect within 7 days
18047,0.6785499421264066,2025-09-08 13:13:07.495398,Inspect within 7 days
33894,0.8356791576954156,2025-09-08 13:13:07.495398,Inspect within 7 days
18108,0.8391483701488696,2025-09-08 13:13:07.495398,Inspect within 7 days
51744,0.7964229298186433,2025-09-08 13:13:07.495398,Inspect within 7 days
53174,0.9347458474256096,2025-09-08 13:13:07.495398,Inspect within 7 days
19213,0.9815614317207688,2025-09-08 13:13:07.495398,Inspect within 7 days
51236,0.6855832992089197,2025-09-08 13:13:07.495398,Inspect within 7 days
56843,0.8861845167297688,2025-09-08 13:13:07.495398,Inspect within 7 days
54929,0.666576843263196,2025-09-08 13:13:07.495398,Inspect within 7 days
53806,0.6165048974837096,2025-09-08 13:13:07.495398,Inspect within 7 days
56090,0.7110710650027926,2025-09-08 13:13:07.495398,Inspect within 7 days
19586,0.9841330933964476,2025-09-08 13:13:07.495398,Inspect within 7 days
19019,0.9425098068692663,2025-09-08 13:13:07.495398,Inspect within 7 days
50769,0.6562845945809305,2025-09-08 13:13:07.495398,Inspect within 7 days
33896,0.6709146982909902,2025-09-08 13:13:07.495398,Inspect within 7 days
48275,0.9238139140119219,2025-09-08 13:13:07.495398,Inspect within 7 days
51385,0.6113325366607593,2025-09-08 13:13:07.495398,Inspect within 7 days
24753,0.7533314682881108,2025-09-08 13:13:07.495398,Inspect within 7 days
56352,0.911580637940961,2025-09-08 13:13:07.495398,Inspect within 7 days
51895,0.6664549759702803,2025-09-08 13:13:07.495398,Inspect within 7 days
52782,0.6266109297379734,2025-09-08 13:13:07.495398,Inspect within 7 days
48775,0.9808726001150646,2025-09-08 13:13:07.495398,Inspect within 7 days
56335,0.7445809315547286,2025-09-08 13:13:07.495398,Inspect within 7 days
51145,0.9823601173530359,2025-09-08 13:13:07.495398,Inspect within 7 days
49096,0.7192038535130897,2025-09-08 13:13:07.495398,Inspect within 7 days
50468,0.6148737243103359,2025-09-08 13:13:07.495398,Inspect within 7 days
48021,0.6003556575585902,2025-09-08 13:13:07.495398,Inspect within 7 days
55452,0.957871545084581,2025-09-08 13:13:07.495398,Inspect within 7 days
23184,0.7848003397757389,2025-09-08 13:13:07.495398,Inspect within 7 days
55591,0.6207830154566476,2025-09-08 13:13:07.495398,Inspect within 7 days
49053,0.7612987034504083,2025-09-08 13:13:07.495398,Inspect within 7 days
51354,0.9391844589924563,2025-09-08 13:13:07.495398,Inspect within 7 days
53559,0.9859092973004205,2025-09-08 13:13:07.495398,Inspect within 7 days
52733,0.9001041611292304,2025-09-08 13:13:07.495398,Inspect within 7 days
18495,0.613820298857501,2025-09-08 13:13:07.495398,Inspect within 7 days
53650,0.7040652723151593,2025-09-08 13:13:07.495398,Inspect within 7 days
53273,0.7568683578844834,2025-09-08 13:13:07.495398,Inspect within 7 days
54813,0.6660281469064088,2025-09-08 13:13:07.495398,Inspect within 7 days
52108,0.9230589056873262,2025-09-08 13:13:07.495398,Inspect within 7 days
50606,0.7849598972095235,2025-09-08 13:13:07.495398,Inspect within 7 days
23403,0.7246344902735992,2025-09-08 13:13:07.495398,Inspect within 7 days
51137,0.8091029961709306,2025-09-08 13:13:07.495398,Inspect within 7 days
17793,0.779800501016903,2025-09-08 13:13:07.495398,Inspect within 7 days
50318,0.6617977578963237,2025-09-08 13:13:07.495398,Inspect within 7 days
53074,0.9750917142699226,2025-09-08 13:13:07.495398,Inspect within 7 days
54367,0.767441712920224,2025-09-08 13:13:07.495398,Inspect within 7 days
50438,0.6865076871574007,2025-09-08 13:13:07.495398,Inspect within 7 days
19975,0.718891273390378,2025-09-08 13:13:07.495398,Inspect within 7 days
49265,0.7232586657861698,2025-09-08 13:13:07.495398,Inspect within 7 days
20430,0.8743733125350216,2025-09-08 13:13:07.495398,Inspect within 7 days
52372,0.9488052561121819,2025-09-08 13:13:07.495398,Inspect within 7 days
48510,0.6725925016034221,2025-09-08 13:13:07.495398,Inspect within 7 days
20421,0.609458001888275,2025-09-08 13:13:07.495398,Inspect within 7 days
51299,0.9990447259742161,2025-09-08 13:13:07.495398,Inspect within 7 days
52746,0.6907037386209013,2025-09-08 13:13:07.495398,Inspect within 7 days
19233,0.6144990884630777,2025-09-08 13:13:07.495398,Inspect within 7 days
51187,0.9290834542422387,2025-09-08 13:13:07.495398,Inspect within 7 days
17146,0.7049391807965707,2025-09-08 13:13:07.495398,Inspect within 7 days
51580,0.9677164668799577,2025-09-08 13:13:07.495398,Inspect within 7 days
48515,0.9533114045875614,2025-09-08 13:13:07.495398,Inspect within 7 days
53352,0.80459553674517,2025-09-08 13:13:07.495398,Inspect within 7 days
15465,0.8136521343337852,2025-09-08 13:13:07.495398,Inspect within 7 days
51838,0.988315794073498,2025-09-08 13:13:07.495398,Inspect within 7 days
50030,0.6111683427369357,2025-09-08 13:13:07.495398,Inspect within 7 days
50252,0.7580067974574001,2025-09-08 13:13:07.495398,Inspect within 7 days
51088,0.7616042355721323,2025-09-08 13:13:07.495398,Inspect within 7 days
49245,0.917706662857949,2025-09-08 13:13:07.495398,Inspect within 7 days
49943,0.6280686572744174,2025-09-08 13:13:07.495398,Inspect within 7 days
48028,0.6593788288508109,2025-09-08 13:13:07.495398,Inspect within 7 days
20850,0.8231052406677908,2025-09-08 13:13:07.495398,Inspect within 7 days
48077,0.6618403747167415,2025-09-08 13:13:07.495398,Inspect within 7 days
54861,0.7323751432834036,2025-09-08 13:13:07.495398,Inspect within 7 days
34864,0.7101772570039848,2025-09-08 13:13:07.495398,Inspect within 7 days
55603,0.6916631963092158,2025-09-08 13:13:07.495398,Inspect within 7 days
39197,0.6620743624451033,2025-09-08 13:13:07.495398,Inspect within 7 days
18884,0.9910478636137553,2025-09-08 13:13:07.495398,Inspect within 7 days
15467,0.6028199721778569,2025-09-08 13:13:07.495398,Inspect within 7 days
51171,0.6204096305969343,2025-09-08 13:13:07.495398,Inspect within 7 days
51213,0.7986372686476388,2025-09-08 13:13:07.495398,Inspect within 7 days
56060,0.823231132121601,2025-09-08 13:13:07.495398,Inspect within 7 days
20850,0.6006752439575271,2025-09-08 13:13:07.495398,Inspect within 7 days
53651,0.6528054201355639,2025-09-08 13:13:07.495398,Inspect within 7 days
50666,0.8329346839739117,2025-09-08 13:13:07.495398,Inspect within 7 days
50595,0.6372176690118385,2025-09-08 13:13:07.495398,Inspect within 7 days
50377,0.7861554277614718,2025-09-08 13:13:07.495398,Inspect within 7 days
50959,0.9130982133572593,2025-09-08 13:13:07.495398,Inspect within 7 days
50629,0.6970250648323579,2025-09-08 13:13:07.495398,Inspect within 7 days
48266,0.7262619698692238,2025-09-08 13:13:07.495398,Inspect within 7 days
53175,0.7175730070975933,2025-09-08 13:13:07.495398,Inspect within 7 days
51979,0.9479876700395727,2025-09-08 13:13:07.495398,Inspect within 7 days
48276,0.7362356395955657,2025-09-08 13:13:07.495398,Inspect within 7 days
52484,0.6214029968828274,2025-09-08 13:13:07.495398,Inspect within 7 days
51123,0.9975732560431928,2025-09-08 13:13:07.495398,Inspect within 7 days
52812,0.679526879655744,2025-09-08 13:13:07.495398,Inspect within 7 days
29997,0.6165464823758485,2025-09-08 13:13:07.495398,Inspect within 7 days
50365,0.9503255091958761,2025-09-08 13:13:07.495398,Inspect within 7 days
53852,0.8211964357195252,2025-09-08 13:13:07.495398,Inspect within 7 days
54527,0.6961014852606345,2025-09-08 13:13:07.495398,Inspect within 7 days
54261,0.9315634655098126,2025-09-08 13:13:07.495398,Inspect within 7 days
48771,0.7267303240616585,2025-09-08 13:13:07.495398,Inspect within 7 days
22281,0.8680598248601233,2025-09-08 13:13:07.495398,Inspect within 7 days
48776,0.6647511435789462,2025-09-08 13:13:07.495398,Inspect within 7 days
56302,0.6027492760107138,2025-09-08 13:13:07.495398,Inspect within 7 days
38822,0.9090020556072597,2025-09-08 13:13:07.495398,Inspect within 7 days
51279,0.9775040182272686,2025-09-08 13:13:07.495398,Inspect within 7 days
17026,0.9547505167895389,2025-09-08 13:13:07.495398,Inspect within 7 days
51597,0.9775269806034682,2025-09-08 13:13:07.495398,Inspect within 7 days
57026,0.8178556532670299,2025-09-08 13:13:07.495398,Inspect within 7 days
50676,0.7129811129126193,2025-09-08 13:13:07.495398,Inspect within 7 days
54265,0.7941760182438417,2025-09-08 13:13:07.495398,Inspect within 7 days
55157,0.7739426310553684,2025-09-08 13:13:07.495398,Inspect within 7 days
49056,0.8660736568761195,2025-09-08 13:13:07.495398,Inspect within 7 days
55379,0.7328928161485031,2025-09-08 13:13:07.495398,Inspect within 7 days
53673,0.6734489675549082,2025-09-08 13:13:07.495398,Inspect within 7 days
22546,0.7345414021520968,2025-09-08 13:13:07.495398,Inspect within 7 days
51146,0.9010641317936533,2025-09-08 13:13:07.495398,Inspect within 7 days
52607,0.6074220657810578,2025-09-08 13:13:07.495398,Inspect within 7 days
37757,0.7704393916695202,2025-09-08 13:13:07.495398,Inspect within 7 days
18589,0.9043113631395068,2025-09-08 13:13:07.495398,Inspect within 7 days
51251,0.9565118661333691,2025-09-08 13:13:07.495398,Inspect within 7 days
55379,0.6651569757613253,2025-09-08 13:13:07.495398,Inspect within 7 days
50169,0.8123571676272272,2025-09-08 13:13:07.495398,Inspect within 7 days
51124,0.9335918451817528,2025-09-08 13:13:07.495398,Inspect within 7 days
50081,0.6603577450636597,2025-09-08 13:13:07.495398,Inspect within 7 days
24781,0.7228112676484265,2025-09-08 13:13:07.495398,Inspect within 7 days
55253,0.6463307542615753,2025-09-08 13:13:07.495398,Inspect within 7 days
51890,0.697777274064659,2025-09-08 13:13:07.495398,Inspect within 7 days
55255,0.8492230344381851,2025-09-08 13:13:07.495398,Inspect within 7 days
50532,0.6237627368136529,2025-09-08 13:13:07.495398,Inspect within 7 days
55396,0.874552981690762,2025-09-08 13:13:07.495398,Inspect within 7 days
51658,0.674165442632173,2025-09-08 13:13:07.495398,Inspect within 7 days
51371,0.6681528614733843,2025-09-08 13:13:07.495398,Inspect within 7 days
50474,0.6736572935611433,2025-09-08 13:13:07.495398,Inspect within 7 days
16537,0.6624297650094443,2025-09-08 13:13:07.495398,Inspect within 7 days
51493,0.9569517597248831,2025-09-08 13:13:07.495398,Inspect within 7 days
53856,0.7050296316600672,2025-09-08 13:13:07.495398,Inspect within 7 days
18096,0.9725996158346013,2025-09-08 13:13:07.495398,Inspect within 7 days
51652,0.6967518296380113,2025-09-08 13:13:07.495398,Inspect within 7 days
51853,0.8457935728620357,2025-09-08 13:13:07.495398,Inspect within 7 days
54690,0.6827016313907494,2025-09-08 13:13:07.495398,Inspect within 7 days
51261,0.9815390277584694,2025-09-08 13:13:07.495398,Inspect within 7 days
19253,0.9704781632184508,2025-09-08 13:13:07.495398,Inspect within 7 days
48024,0.6381848736761476,2025-09-08 13:13:07.495398,Inspect within 7 days
17237,0.6881054845415503,2025-09-08 13:13:07.495398,Inspect within 7 days
51202,0.6167151749553335,2025-09-08 13:13:07.495398,Inspect within 7 days
55782,0.8629871054209426,2025-09-08 13:13:07.495398,Inspect within 7 days
48330,0.8928107851559738,2025-09-08 13:13:07.495398,Inspect within 7 days
47765,0.7275308311127768,2025-09-08 13:13:07.495398,Inspect within 7 days
50039,0.7602434429143254,2025-09-08 13:13:07.495398,Inspect within 7 days
51577,0.9688562460833368,2025-09-08 13:13:07.495398,Inspect within 7 days
15959,0.8895810436809852,2025-09-08 13:13:07.495398,Inspect within 7 days
52573,0.960003297600759,2025-09-08 13:13:07.495398,Inspect within 7 days
50643,0.7578737745488578,2025-09-08 13:13:07.495398,Inspect within 7 days
16895,0.93328509560242,2025-09-08 13:13:07.495398,Inspect within 7 days
35584,0.6932802113011167,2025-09-08 13:13:07.495398,Inspect within 7 days
49341,0.7067833671675496,2025-09-08 13:13:07.495398,Inspect within 7 days
50038,0.7571628329333161,2025-09-08 13:13:07.495398,Inspect within 7 days
51606,0.9918053035498184,2025-09-08 13:13:07.495398,Inspect within 7 days
48023,0.6142455066348,2025-09-08 13:13:07.495398,Inspect within 7 days
